Time[s] MLII[mV] MLII_Filtered[mV] V5[mV] V5_Filterred[mV]
258.697 -0.29 -0.299397 -0.365 -0.372347
258.7 -0.3 -0.300518 -0.375 -0.374013
258.703 -0.31 -0.300039 -0.385 -0.374595
258.706 -0.305 -0.299626 -0.375 -0.373632
258.708 -0.3 -0.298128 -0.365 -0.371979
258.711 -0.285 -0.297444 -0.365 -0.371361
258.714 -0.295 -0.296857 -0.37 -0.371811
258.717 -0.295 -0.296664 -0.39 -0.372228
258.719 -0.31 -0.297628 -0.38 -0.372242
258.722 -0.305 -0.29837 -0.38 -0.370459
258.725 -0.295 -0.296592 -0.36 -0.368602
258.728 -0.28 -0.294716 -0.345 -0.367215
258.731 -0.295 -0.294045 -0.365 -0.366871
258.733 -0.295 -0.295033 -0.37 -0.366536
258.736 -0.3 -0.296389 -0.375 -0.366012
258.739 -0.3 -0.297123 -0.365 -0.364009
258.742 -0.295 -0.295667 -0.36 -0.36227
258.744 -0.295 -0.294647 -0.355 -0.360811
258.747 -0.285 -0.293521 -0.36 -0.361747
258.75 -0.29 -0.294496 -0.37 -0.362847
258.753 -0.3 -0.295325 -0.37 -0.36278
258.756 -0.305 -0.294768 -0.36 -0.361891
258.758 -0.3 -0.292547 -0.35 -0.358671
258.761 -0.29 -0.290869 -0.36 -0.357594
258.764 -0.28 -0.290641 -0.355 -0.356548
258.767 -0.28 -0.290047 -0.365 -0.357166
258.769 -0.29 -0.288835 -0.36 -0.357412
258.772 -0.29 -0.286312 -0.36 -0.357412
258.775 -0.29 -0.283516 -0.35 -0.356994
258.778 -0.275 -0.27831 -0.34 -0.356871
258.781 -0.27 -0.273329 -0.36 -0.358226
258.783 -0.275 -0.268787 -0.355 -0.360222
258.786 -0.275 -0.264106 -0.37 -0.360593
258.789 -0.275 -0.259268 -0.36 -0.359652
258.792 -0.245 -0.254175 -0.37 -0.359573
258.794 -0.24 -0.248261 -0.36 -0.359768
258.797 -0.235 -0.24312 -0.36 -0.361247
258.8 -0.235 -0.239385 -0.36 -0.36136
258.803 -0.225 -0.236309 -0.36 -0.360812
258.806 -0.235 -0.232914 -0.36 -0.357576
258.808 -0.225 -0.227664 -0.35 -0.351904
258.811 -0.22 -0.222143 -0.34 -0.348073
258.814 -0.225 -0.217638 -0.35 -0.344827
258.817 -0.225 -0.214009 -0.355 -0.3427
258.819 -0.22 -0.210015 -0.35 -0.339279
258.822 -0.22 -0.204734 -0.335 -0.336221
258.825 -0.205 -0.199711 -0.315 -0.332293
258.828 -0.19 -0.19506 -0.315 -0.328251
258.831 -0.175 -0.192434 -0.31 -0.32485
258.833 -0.175 -0.189426 -0.325 -0.321695
258.836 -0.185 -0.187193 -0.34 -0.318302
258.839 -0.185 -0.186252 -0.33 -0.313609
258.842 -0.18 -0.185873 -0.31 -0.308215
258.844 -0.175 -0.187954 -0.3 -0.304565
258.847 -0.195 -0.192218 -0.3 -0.302945
258.85 -0.2 -0.194619 -0.3 -0.3026
258.853 -0.205 -0.19599 -0.3 -0.301594
258.856 -0.21 -0.195623 -0.3 -0.299088
258.858 -0.195 -0.194228 -0.29 -0.296667
258.861 -0.2 -0.192777 -0.285 -0.295974
258.864 -0.215 -0.192156 -0.29 -0.297502
258.867 -0.205 -0.193563 -0.305 -0.301036
258.869 -0.205 -0.196301 -0.315 -0.305319
258.872 -0.185 -0.199204 -0.315 -0.308266
258.875 -0.155 -0.201943 -0.31 -0.310773
258.878 -0.175 -0.207654 -0.305 -0.314402
258.881 -0.2 -0.216814 -0.315 -0.319096
258.883 -0.23 -0.228285 -0.33 -0.323823
258.886 -0.255 -0.240328 -0.345 -0.327893
258.889 -0.265 -0.250646 -0.33 -0.331142
258.892 -0.275 -0.261224 -0.325 -0.333483
258.894 -0.28 -0.273772 -0.33 -0.335713
258.897 -0.285 -0.285353 -0.33 -0.338833
258.9 -0.3 -0.297037 -0.345 -0.341628
258.903 -0.32 -0.305108 -0.355 -0.343629
258.906 -0.325 -0.30779 -0.35 -0.344457
258.908 -0.305 -0.307983 -0.34 -0.343983
258.911 -0.29 -0.307285 -0.34 -0.344235
258.914 -0.295 -0.306925 -0.35 -0.345845
258.917 -0.31 -0.307625 -0.35 -0.347416
258.919 -0.315 -0.307141 -0.35 -0.347954
258.922 -0.305 -0.30617 -0.345 -0.347099
258.925 -0.305 -0.30398 -0.335 -0.345145
258.928 -0.29 -0.301842 -0.34 -0.343924
258.931 -0.295 -0.30033 -0.345 -0.343403
258.933 -0.3 -0.301528 -0.35 -0.343382
258.936 -0.31 -0.302537 -0.355 -0.343334
258.939 -0.31 -0.301729 -0.345 -0.340698
258.942 -0.305 -0.298951 -0.33 -0.338499
258.944 -0.29 -0.295364 -0.34 -0.336983
258.947 -0.295 -0.293315 -0.335 -0.336793
258.95 -0.295 -0.291664 -0.34 -0.337904
258.953 -0.305 -0.290745 -0.355 -0.340225
258.956 -0.3 -0.291616 -0.34 -0.343691
258.958 -0.3 -0.2939 -0.34 -0.352409
258.961 -0.28 -0.297463 -0.345 -0.367911
258.964 -0.29 -0.304595 -0.345 -0.389047
258.967 -0.3 -0.319379 -0.38 -0.411393
258.969 -0.315 -0.341007 -0.39 -0.429083
258.972 -0.34 -0.368133 -0.415 -0.438615
258.975 -0.355 -0.396692 -0.43 -0.441551
258.978 -0.39 -0.425556 -0.45 -0.435954
258.981 -0.415 -0.455067 -0.47 -0.420235
258.983 -0.44 -0.478921 -0.485 -0.390793
258.986 -0.455 -0.485502 -0.445 -0.338315
258.989 -0.495 -0.466173 -0.35 -0.256857
258.992 -0.51 -0.410516 -0.22 -0.151445
258.994 -0.46 -0.315119 -0.1 -0.0405737
258.997 -0.375 -0.183228 -0.005 0.0534946
259 -0.25 -0.0296077 0.08 0.124904
259.003 -0.105 0.124341 0.19 0.173035
259.006 0.075 0.260322 0.32 0.201348
259.008 0.355 0.364472 0.45 0.207113
259.011 0.64 0.435026 0.53 0.189044
259.014 0.855 0.47231 0.48 0.147372
259.017 0.975 0.479712 0.23 0.0875972
259.019 0.94 0.456231 -0.125 0.015188
259.022 0.715 0.400608 -0.375 -0.0629683
259.025 0.345 0.318073 -0.435 -0.14383
259.028 -0.04 0.21337 -0.405 -0.225299
259.031 -0.32 0.0919026 -0.375 -0.304147
259.033 -0.445 -0.0393511 -0.39 -0.372638
259.036 -0.435 -0.170806 -0.385 -0.422911
259.039 -0.39 -0.285549 -0.37 -0.447968
259.042 -0.34 -0.372864 -0.36 -0.445054
259.044 -0.325 -0.425069 -0.37 -0.420503
259.047 -0.34 -0.441157 -0.375 -0.393238
259.05 -0.335 -0.425639 -0.39 -0.37781
259.053 -0.335 -0.392256 -0.395 -0.376237
259.056 -0.34 -0.358117 -0.39 -0.377988
259.058 -0.33 -0.334946 -0.375 -0.378426
259.061 -0.325 -0.32583 -0.37 -0.378032
259.064 -0.33 -0.327743 -0.37 -0.378918
259.067 -0.345 -0.333057 -0.375 -0.379827
259.069 -0.34 -0.33726 -0.385 -0.38026
259.072 -0.35 -0.337717 -0.395 -0.378133
259.075 -0.335 -0.336644 -0.375 -0.376894
259.078 -0.33 -0.336481 -0.37 -0.377053
259.081 -0.33 -0.337596 -0.36 -0.377352
259.083 -0.335 -0.339704 -0.38 -0.378915
259.086 -0.345 -0.342184 -0.39 -0.379926
259.089 -0.355 -0.342875 -0.38 -0.379271
259.092 -0.345 -0.342756 -0.38 -0.377663
259.094 -0.33 -0.341948 -0.38 -0.377336
259.097 -0.33 -0.343481 -0.37 -0.377496
259.1 -0.345 -0.345149 -0.39 -0.377913
259.103 -0.355 -0.346301 -0.385 -0.379011
259.106 -0.365 -0.345731 -0.365 -0.377983
259.108 -0.35 -0.344013 -0.375 -0.376134
259.111 -0.335 -0.342141 -0.365 -0.373557
259.114 -0.33 -0.340396 -0.37 -0.372968
259.117 -0.34 -0.339819 -0.38 -0.372882
259.119 -0.34 -0.339235 -0.39 -0.371111
259.122 -0.35 -0.337486 -0.37 -0.369323
259.125 -0.33 -0.334031 -0.36 -0.367426
259.128 -0.315 -0.330175 -0.36 -0.366241
259.131 -0.325 -0.327288 -0.36 -0.367896
259.133 -0.33 -0.32578 -0.37 -0.36887
259.136 -0.335 -0.325376 -0.375 -0.367908
259.139 -0.33 -0.323908 -0.37 -0.367496
259.142 -0.325 -0.322247 -0.355 -0.365105
259.144 -0.31 -0.320485 -0.355 -0.364058
259.147 -0.315 -0.321044 -0.37 -0.364637
259.15 -0.32 -0.322604 -0.375 -0.366067
259.153 -0.325 -0.32467 -0.385 -0.366798
259.156 -0.325 -0.325847 -0.37 -0.365788
259.158 -0.325 -0.32534 -0.35 -0.3649
259.161 -0.32 -0.325431 -0.355 -0.364086
259.164 -0.325 -0.327238 -0.36 -0.364479
259.167 -0.34 -0.330136 -0.36 -0.365518
259.169 -0.34 -0.331703 -0.38 -0.366491
259.172 -0.345 -0.333385 -0.37 -0.365484
259.175 -0.33 -0.33364 -0.36 -0.364591
259.178 -0.32 -0.333413 -0.365 -0.365069
259.181 -0.33 -0.33354 -0.36 -0.367038
259.183 -0.33 -0.33371 -0.375 -0.370221
259.186 -0.34 -0.333906 -0.375 -0.371898
259.189 -0.345 -0.333398 -0.375 -0.371553
259.192 -0.33 -0.331889 -0.37 -0.37137
259.194 -0.32 -0.330234 -0.37 -0.372506
259.197 -0.335 -0.330466 -0.37 -0.374626
259.2 -0.33 -0.331437 -0.385 -0.378501
259.203 -0.33 -0.332481 -0.385 -0.380649
259.206 -0.335 -0.331924 -0.385 -0.382522
259.208 -0.33 -0.330866 -0.375 -0.384514
259.211 -0.33 -0.329448 -0.375 -0.387267
259.214 -0.325 -0.328972 -0.39 -0.39142
259.217 -0.33 -0.330261 -0.405 -0.396638
259.219 -0.335 -0.331921 -0.415 -0.401697
259.222 -0.34 -0.330721 -0.41 -0.405685
259.225 -0.33 -0.32924 -0.4 -0.4098
259.228 -0.32 -0.329013 -0.4 -0.414586
259.231 -0.325 -0.329415 -0.425 -0.421595
259.233 -0.335 -0.330768 -0.43 -0.428529
259.236 -0.33 -0.332589 -0.445 -0.435265
259.239 -0.345 -0.33441 -0.44 -0.439923
259.242 -0.335 -0.336043 -0.445 -0.444459
259.244 -0.32 -0.336182 -0.44 -0.450376
259.247 -0.32 -0.337667 -0.45 -0.457239
259.25 -0.35 -0.339581 -0.47 -0.4644
259.253 -0.35 -0.341381 -0.48 -0.47006
259.256 -0.355 -0.342072 -0.48 -0.473942
259.258 -0.35 -0.341172 -0.47 -0.477009
259.261 -0.34 -0.340494 -0.475 -0.481592
259.264 -0.34 -0.341138 -0.48 -0.486051
259.267 -0.335 -0.341734 -0.5 -0.49083
259.269 -0.335 -0.343573 -0.5 -0.493271
259.272 -0.35 -0.343534 -0.49 -0.494349
259.275 -0.335 -0.34202 -0.485 -0.493164
259.278 -0.33 -0.339403 -0.485 -0.491844
259.281 -0.335 -0.339492 -0.495 -0.49061
259.283 -0.34 -0.339789 -0.5 -0.489085
259.286 -0.35 -0.339869 -0.495 -0.484534
259.289 -0.35 -0.338499 -0.48 -0.47713
259.292 -0.34 -0.336263 -0.465 -0.468316
259.294 -0.33 -0.333293 -0.45 -0.458298
259.297 -0.32 -0.330018 -0.45 -0.4498
259.3 -0.33 -0.325732 -0.445 -0.439586
259.303 -0.325 -0.321182 -0.44 -0.426783
259.306 -0.325 -0.313959 -0.415 -0.413204
259.308 -0.305 -0.305335 -0.395 -0.399479
259.311 -0.29 -0.29728 -0.37 -0.387717
259.314 -0.285 -0.290459 -0.375 -0.377202
259.317 -0.29 -0.284609 -0.37 -0.367267
259.319 -0.28 -0.278694 -0.36 -0.356795
259.322 -0.275 -0.272236 -0.35 -0.345783
259.325 -0.255 -0.264725 -0.32 -0.335158
259.328 -0.245 -0.257607 -0.32 -0.32625
259.331 -0.245 -0.251487 -0.33 -0.320216
259.333 -0.255 -0.24671 -0.325 -0.315618
259.336 -0.26 -0.24329 -0.32 -0.311842
259.339 -0.25 -0.23907 -0.3 -0.30678
259.342 -0.23 -0.233441 -0.29 -0.300185
259.344 -0.22 -0.229892 -0.285 -0.295783
259.347 -0.22 -0.227579 -0.29 -0.29295
259.35 -0.22 -0.226404 -0.3 -0.29145
259.353 -0.23 -0.225382 -0.3 -0.290314
259.356 -0.22 -0.222396 -0.3 -0.28736
259.358 -0.225 -0.218586 -0.28 -0.284568
259.361 -0.215 -0.215199 -0.28 -0.283686
259.364 -0.21 -0.214477 -0.265 -0.283414
259.367 -0.215 -0.215368 -0.28 -0.284009
259.369 -0.235 -0.215843 -0.295 -0.283921
259.372 -0.215 -0.215659 -0.29 -0.282453
259.375 -0.215 -0.214503 -0.285 -0.27981
259.378 -0.2 -0.213805 -0.275 -0.278602
259.381 -0.2 -0.21465 -0.275 -0.279125
259.383 -0.215 -0.21561 -0.28 -0.27972
259.386 -0.225 -0.216157 -0.285 -0.280904
259.389 -0.23 -0.217303 -0.28 -0.279819
259.392 -0.215 -0.217043 -0.28 -0.279322
259.394 -0.21 -0.216773 -0.275 -0.278833
259.397 -0.22 -0.217981 -0.27 -0.279405
259.4 -0.22 -0.221102 -0.28 -0.281102
259.403 -0.23 -0.222826 -0.295 -0.282403
259.406 -0.23 -0.223434 -0.285 -0.282486
259.408 -0.21 -0.222318 -0.275 -0.282468
259.411 -0.22 -0.220807 -0.28 -0.28281
259.414 -0.22 -0.221399 -0.28 -0.284143
259.417 -0.22 -0.222754 -0.3 -0.287243
259.419 -0.235 -0.224469 -0.3 -0.28875
259.422 -0.235 -0.224506 -0.285 -0.289689
259.425 -0.22 -0.224214 -0.28 -0.289034
259.428 -0.215 -0.225077 -0.28 -0.289526
259.431 -0.215 -0.226701 -0.285 -0.291406
259.433 -0.23 -0.22972 -0.305 -0.295322
259.436 -0.24 -0.233074 -0.305 -0.297359
259.439 -0.245 -0.234351 -0.305 -0.29846
259.442 -0.23 -0.236605 -0.3 -0.29898
259.444 -0.23 -0.238449 -0.28 -0.299426
259.447 -0.235 -0.239939 -0.295 -0.302607
259.45 -0.25 -0.24331 -0.305 -0.304778
259.453 -0.255 -0.24705 -0.33 -0.305626
259.456 -0.255 -0.249881 -0.315 -0.305613
259.458 -0.25 -0.250121 -0.305 -0.304779
259.461 -0.245 -0.249165 -0.29 -0.305154
259.464 -0.245 -0.249104 -0.305 -0.307368
259.467 -0.255 -0.250727 -0.305 -0.309403
259.469 -0.25 -0.251701 -0.315 -0.310979
259.472 -0.255 -0.251682 -0.315 -0.3118
259.475 -0.26 -0.251393 -0.295 -0.310183
259.478 -0.25 -0.250611 -0.31 -0.309635
259.481 -0.245 -0.251742 -0.315 -0.310806
259.483 -0.235 -0.254006 -0.32 -0.312764
259.486 -0.255 -0.255941 -0.33 -0.314441
259.489 -0.265 -0.257532 -0.315 -0.315059
259.492 -0.265 -0.258294 -0.305 -0.313962
259.494 -0.25 -0.258333 -0.305 -0.313975
259.497 -0.265 -0.261033 -0.31 -0.314055
259.5 -0.265 -0.262151 -0.315 -0.314637
259.503 -0.265 -0.263583 -0.325 -0.315458
259.506 -0.275 -0.264506 -0.32 -0.313455
259.508 -0.265 -0.264083 -0.3 -0.312373
259.511 -0.255 -0.263258 -0.315 -0.31263
259.514 -0.26 -0.261605 -0.31 -0.313356
259.517 -0.26 -0.261778 -0.315 -0.315067
259.519 -0.265 -0.262225 -0.32 -0.315235
259.522 -0.275 -0.262434 -0.315 -0.314018
259.525 -0.245 -0.261102 -0.31 -0.311026
259.528 -0.255 -0.259861 -0.31 -0.310284
259.531 -0.25 -0.259351 -0.305 -0.310003
259.533 -0.26 -0.259277 -0.32 -0.310683
259.536 -0.27 -0.259443 -0.32 -0.310682
259.539 -0.27 -0.258096 -0.305 -0.30899
259.542 -0.265 -0.255704 -0.3 -0.307241
259.544 -0.25 -0.254132 -0.295 -0.306057
259.547 -0.25 -0.253905 -0.3 -0.305564
259.55 -0.25 -0.254696 -0.305 -0.306368
259.553 -0.25 -0.256012 -0.33 -0.3065
259.556 -0.26 -0.255119 -0.305 -0.305608
259.558 -0.25 -0.254302 -0.3 -0.303928
259.561 -0.24 -0.253001 -0.295 -0.301943
259.564 -0.245 -0.25322 -0.3 -0.302143
259.567 -0.26 -0.254294 -0.3 -0.302728
259.569 -0.27 -0.255327 -0.315 -0.301187
259.572 -0.27 -0.256541 -0.305 -0.299292
259.575 -0.255 -0.256092 -0.3 -0.29633
259.578 -0.245 -0.255458 -0.285 -0.29474
259.581 -0.25 -0.254969 -0.285 -0.293931
259.583 -0.25 -0.254119 -0.29 -0.295059
259.586 -0.255 -0.25253 -0.3 -0.294913
259.589 -0.255 -0.248025 -0.3 -0.293529
259.592 -0.24 -0.241113 -0.285 -0.291126
259.594 -0.235 -0.233155 -0.28 -0.289617
259.597 -0.235 -0.226973 -0.295 -0.288584
259.6 -0.225 -0.22168 -0.295 -0.289817
259.603 -0.225 -0.216175 -0.305 -0.290647
259.606 -0.215 -0.209184 -0.29 -0.290304
259.608 -0.195 -0.202228 -0.28 -0.289536
259.611 -0.175 -0.195273 -0.28 -0.288189
259.614 -0.17 -0.189485 -0.275 -0.286641
259.617 -0.18 -0.184183 -0.285 -0.285194
259.619 -0.185 -0.17906 -0.295 -0.283454
259.622 -0.19 -0.17235 -0.29 -0.279949
259.625 -0.17 -0.165283 -0.285 -0.275897
259.628 -0.16 -0.159472 -0.27 -0.273696
259.631 -0.16 -0.154712 -0.265 -0.271752
259.633 -0.165 -0.152055 -0.275 -0.269598
259.636 -0.15 -0.150095 -0.26 -0.26549
259.639 -0.15 -0.14738 -0.255 -0.259626
259.642 -0.13 -0.144642 -0.25 -0.254869
259.644 -0.125 -0.141989 -0.25 -0.24958
259.647 -0.125 -0.142015 -0.25 -0.245646
259.65 -0.14 -0.144845 -0.255 -0.24244
259.653 -0.155 -0.150619 -0.25 -0.239354
259.656 -0.16 -0.15532 -0.23 -0.235745
259.658 -0.16 -0.157602 -0.215 -0.23134
259.661 -0.155 -0.158078 -0.22 -0.22889
259.664 -0.16 -0.158632 -0.23 -0.22925
259.667 -0.175 -0.15841 -0.245 -0.229966
259.669 -0.175 -0.157936 -0.23 -0.231023
259.672 -0.185 -0.155649 -0.23 -0.231445
259.675 -0.175 -0.153602 -0.22 -0.231713
259.678 -0.155 -0.1515 -0.225 -0.234093
259.681 -0.125 -0.152635 -0.23 -0.238068
259.683 -0.115 -0.156275 -0.25 -0.243418
259.686 -0.13 -0.16118 -0.27 -0.247123
259.689 -0.155 -0.167663 -0.26 -0.248882
259.692 -0.17 -0.174402 -0.25 -0.251108
259.694 -0.18 -0.182112 -0.245 -0.254492
259.697 -0.2 -0.192393 -0.245 -0.260051
259.7 -0.225 -0.204918 -0.26 -0.263895
259.703 -0.235 -0.218679 -0.28 -0.266904
259.706 -0.255 -0.232125 -0.27 -0.267362
259.708 -0.245 -0.243591 -0.27 -0.267837
259.711 -0.245 -0.251703 -0.26 -0.268274
259.714 -0.255 -0.257164 -0.27 -0.270822
259.717 -0.255 -0.262169 -0.285 -0.274717
259.719 -0.265 -0.266603 -0.285 -0.278186
259.722 -0.275 -0.269333 -0.28 -0.279825
259.725 -0.275 -0.270546 -0.265 -0.279972
259.728 -0.26 -0.270914 -0.27 -0.280204
259.731 -0.265 -0.272059 -0.275 -0.280842
259.733 -0.27 -0.273169 -0.295 -0.283048
259.736 -0.28 -0.27466 -0.295 -0.283794
259.739 -0.285 -0.274634 -0.295 -0.283635
259.742 -0.285 -0.273723 -0.28 -0.281791
259.744 -0.27 -0.27177 -0.28 -0.279918
259.747 -0.265 -0.269469 -0.275 -0.279966
259.75 -0.27 -0.267465 -0.285 -0.28051
259.753 -0.27 -0.26558 -0.295 -0.281491
259.756 -0.275 -0.266102 -0.285 -0.284222
259.758 -0.27 -0.267207 -0.285 -0.292125
259.761 -0.265 -0.26881 -0.28 -0.307223
259.764 -0.27 -0.274768 -0.29 -0.329065
259.767 -0.275 -0.288944 -0.305 -0.351518
259.769 -0.28 -0.311894 -0.325 -0.369637
259.772 -0.305 -0.340814 -0.35 -0.380682
259.775 -0.32 -0.369451 -0.365 -0.383759
259.778 -0.345 -0.398468 -0.395 -0.377978
259.781 -0.39 -0.427372 -0.43 -0.362231
259.783 -0.405 -0.449067 -0.435 -0.331677
259.786 -0.43 -0.453446 -0.395 -0.276401
259.789 -0.485 -0.430786 -0.29 -0.191437
259.792 -0.495 -0.373308 -0.155 -0.0856702
259.794 -0.44 -0.275732 -0.035 0.0217179
259.797 -0.33 -0.144168 0.055 0.111644
259.8 -0.195 0.00600033 0.155 0.178009
259.803 -0.07 0.152676 0.26 0.224868
259.806 0.125 0.278539 0.39 0.251419
259.808 0.395 0.37542 0.52 0.256345
259.811 0.67 0.43823 0.59 0.236894
259.814 0.87 0.470446 0.5 0.195065
259.817 0.965 0.473267 0.21 0.134601
259.819 0.91 0.445018 -0.12 0.061731
259.822 0.645 0.386906 -0.34 -0.0158957
259.825 0.27 0.30237 -0.365 -0.0949738
259.828 -0.095 0.198969 -0.31 -0.175023
259.831 -0.335 0.0816247 -0.315 -0.250466
259.833 -0.41 -0.0444377 -0.31 -0.315539
259.836 -0.405 -0.168048 -0.315 -0.361075
259.839 -0.35 -0.27397 -0.305 -0.38065
259.842 -0.305 -0.351237 -0.305 -0.373076
259.844 -0.285 -0.394112 -0.31 -0.348388
259.847 -0.295 -0.401749 -0.305 -0.324698
259.85 -0.305 -0.381321 -0.32 -0.313244
259.853 -0.295 -0.347328 -0.335 -0.313817
259.856 -0.3 -0.316275 -0.325 -0.316796
259.858 -0.29 -0.298375 -0.315 -0.316857
259.861 -0.295 -0.294299 -0.305 -0.318034
259.864 -0.3 -0.298702 -0.315 -0.318694
259.867 -0.315 -0.306737 -0.325 -0.319832
259.869 -0.32 -0.312712 -0.33 -0.31955
259.872 -0.325 -0.315243 -0.32 -0.317989
259.875 -0.325 -0.315371 -0.31 -0.316871
259.878 -0.305 -0.315623 -0.305 -0.316239
259.881 -0.315 -0.317533 -0.315 -0.316898
259.883 -0.32 -0.318831 -0.325 -0.319348
259.886 -0.325 -0.319887 -0.325 -0.320363
259.889 -0.33 -0.318246 -0.315 -0.319031
259.892 -0.315 -0.315927 -0.315 -0.316533
259.894 -0.3 -0.313207 -0.31 -0.315572
259.897 -0.3 -0.312385 -0.315 -0.31489
259.9 -0.31 -0.312032 -0.33 -0.315999
259.903 -0.32 -0.311654 -0.33 -0.315762
259.906 -0.325 -0.311769 -0.315 -0.31381
259.908 -0.31 -0.309362 -0.305 -0.310891
259.911 -0.3 -0.308056 -0.29 -0.3089
259.914 -0.295 -0.307308 -0.295 -0.307762
259.917 -0.31 -0.3076 -0.315 -0.306984
259.919 -0.315 -0.309279 -0.32 -0.305729
259.922 -0.32 -0.310203 -0.305 -0.304029
259.925 -0.305 -0.308648 -0.31 -0.302056
259.928 -0.3 -0.306791 -0.29 -0.301518
259.931 -0.305 -0.305798 -0.295 -0.303722
259.933 -0.3 -0.306989 -0.305 -0.305595
259.936 -0.315 -0.307032 -0.31 -0.305946
259.939 -0.31 -0.305915 -0.305 -0.306066
259.942 -0.31 -0.303501 -0.305 -0.305405
259.944 -0.305 -0.300767 -0.305 -0.304738
259.947 -0.295 -0.300414 -0.305 -0.305541
259.95 -0.29 -0.300595 -0.315 -0.307442
259.953 -0.305 -0.301409 -0.32 -0.307847
259.956 -0.305 -0.299505 -0.31 -0.308078
259.958 -0.3 -0.297525 -0.29 -0.306778
259.961 -0.275 -0.295346 -0.3 -0.306536
259.964 -0.295 -0.295219 -0.315 -0.308511
259.967 -0.3 -0.296661 -0.315 -0.310198
259.969 -0.31 -0.296755 -0.31 -0.312278
259.972 -0.31 -0.296906 -0.31 -0.313259
259.975 -0.29 -0.297144 -0.31 -0.313294
259.978 -0.285 -0.296865 -0.305 -0.314318
259.981 -0.28 -0.296438 -0.315 -0.317493
259.983 -0.305 -0.297589 -0.33 -0.321306
259.986 -0.305 -0.298921 -0.34 -0.323985
259.989 -0.32 -0.299055 -0.335 -0.324809
259.992 -0.29 -0.296391 -0.315 -0.325789
259.994 -0.28 -0.294951 -0.325 -0.326891
259.997 -0.295 -0.294052 -0.315 -0.329459
260 -0.3 -0.295435 -0.33 -0.331713
260.003 -0.3 -0.297113 -0.35 -0.334204
260.006 -0.3 -0.295829 -0.345 -0.335634
260.008 -0.295 -0.294595 -0.33 -0.336832
260.011 -0.285 -0.291778 -0.33 -0.339153
260.014 -0.28 -0.291048 -0.34 -0.343146
260.017 -0.29 -0.291162 -0.345 -0.349238
260.019 -0.3 -0.292934 -0.35 -0.354268
260.022 -0.3 -0.291396 -0.37 -0.357184
260.025 -0.3 -0.289111 -0.36 -0.360909
260.028 -0.28 -0.287104 -0.365 -0.36482
260.031 -0.275 -0.28713 -0.365 -0.370858
260.033 -0.295 -0.287573 -0.385 -0.377535
260.036 -0.285 -0.28789 -0.39 -0.38467
260.039 -0.295 -0.287957 -0.39 -0.389933
260.042 -0.29 -0.287988 -0.39 -0.39362
260.044 -0.28 -0.287713 -0.38 -0.398606
260.047 -0.275 -0.288915 -0.4 -0.404111
260.05 -0.295 -0.292241 -0.42 -0.409686
260.053 -0.295 -0.2955 -0.43 -0.415446
260.056 -0.31 -0.298568 -0.425 -0.419921
260.058 -0.295 -0.300214 -0.41 -0.423195
260.061 -0.295 -0.301425 -0.425 -0.425802
260.064 -0.305 -0.304977 -0.42 -0.429599
260.067 -0.315 -0.308302 -0.43 -0.432641
260.069 -0.315 -0.311211 -0.45 -0.433763
260.072 -0.32 -0.313426 -0.44 -0.4327
260.075 -0.315 -0.314152 -0.43 -0.429562
260.078 -0.3 -0.312749 -0.42 -0.426647
260.081 -0.305 -0.311984 -0.425 -0.424802
260.083 -0.315 -0.311438 -0.42 -0.422654
260.086 -0.32 -0.310758 -0.425 -0.418743
260.089 -0.32 -0.30762 -0.415 -0.411172
260.092 -0.305 -0.303674 -0.395 -0.403437
260.094 -0.29 -0.300309 -0.385 -0.394841
260.097 -0.295 -0.296693 -0.385 -0.385745
260.1 -0.29 -0.294158 -0.39 -0.377542
260.103 -0.285 -0.290758 -0.38 -0.369014
260.106 -0.29 -0.28637 -0.365 -0.357519
260.108 -0.285 -0.279235 -0.34 -0.345598
260.111 -0.265 -0.271232 -0.325 -0.334443
260.114 -0.265 -0.264675 -0.315 -0.32383
260.117 -0.27 -0.260244 -0.32 -0.313741
260.119 -0.265 -0.255516 -0.31 -0.303338
260.122 -0.25 -0.249408 -0.29 -0.292396
260.125 -0.25 -0.242321 -0.28 -0.28108
260.128 -0.22 -0.236504 -0.27 -0.271852
260.131 -0.22 -0.231316 -0.25 -0.265292
260.133 -0.215 -0.226396 -0.27 -0.259841
260.136 -0.225 -0.223279 -0.26 -0.254635
260.139 -0.235 -0.220626 -0.25 -0.249289
260.142 -0.225 -0.216352 -0.235 -0.244328
260.144 -0.2 -0.212811 -0.235 -0.240945
260.147 -0.205 -0.211893 -0.24 -0.24033
260.15 -0.215 -0.212004 -0.24 -0.23998
260.153 -0.22 -0.212112 -0.25 -0.239362
260.156 -0.215 -0.211945 -0.24 -0.238329
260.158 -0.21 -0.210002 -0.23 -0.236453
260.161 -0.21 -0.207867 -0.23 -0.235163
260.164 -0.2 -0.206814 -0.24 -0.237164
260.167 -0.2 -0.206968 -0.245 -0.238218
260.169 -0.215 -0.208565 -0.25 -0.239246
260.172 -0.22 -0.209248 -0.24 -0.23795
260.175 -0.205 -0.207713 -0.225 -0.236365
260.178 -0.2 -0.206925 -0.23 -0.235482
260.181 -0.195 -0.207303 -0.23 -0.23679
260.183 -0.21 -0.208303 -0.24 -0.238934
260.186 -0.215 -0.209228 -0.26 -0.240487
260.189 -0.225 -0.209364 -0.245 -0.239987
260.192 -0.21 -0.2093 -0.225 -0.240258
