Time MLII[mV] V5[mV]
272.567 -0.380 -0.045
272.569 -0.380 -0.035
272.572 -0.360 -0.030
272.575 -0.360 -0.035
272.578 -0.365 -0.050
272.581 -0.385 -0.045
272.583 -0.375 -0.045
272.586 -0.370 -0.025
272.589 -0.365 -0.040
272.592 -0.345 -0.055
272.594 -0.365 -0.070
272.597 -0.380 -0.080
272.600 -0.375 -0.070
272.603 -0.370 -0.055
272.606 -0.365 -0.060
272.608 -0.355 -0.070
272.611 -0.355 -0.090
272.614 -0.370 -0.085
272.617 -0.360 -0.085
272.619 -0.350 -0.065
272.622 -0.340 -0.070
272.625 -0.340 -0.075
272.628 -0.355 -0.085
272.631 -0.360 -0.090
272.633 -0.360 -0.080
272.636 -0.350 -0.060
272.639 -0.345 -0.055
272.642 -0.350 -0.065
272.644 -0.360 -0.080
272.647 -0.370 -0.080
272.650 -0.360 -0.070
272.653 -0.345 -0.065
272.656 -0.345 -0.060
272.658 -0.350 -0.065
272.661 -0.355 -0.075
272.664 -0.360 -0.075
272.667 -0.360 -0.060
272.669 -0.350 -0.050
272.672 -0.350 -0.060
272.675 -0.350 -0.070
272.678 -0.355 -0.070
272.681 -0.365 -0.070
272.683 -0.370 -0.055
272.686 -0.365 -0.035
272.689 -0.350 -0.035
272.692 -0.350 -0.030
272.694 -0.345 -0.055
272.697 -0.365 -0.050
272.700 -0.360 -0.050
272.703 -0.350 -0.040
272.706 -0.340 -0.035
272.708 -0.355 -0.045
272.711 -0.365 -0.050
272.714 -0.375 -0.050
272.717 -0.365 -0.045
272.719 -0.360 -0.035
272.722 -0.345 -0.045
272.725 -0.340 -0.055
272.728 -0.345 -0.070
272.731 -0.355 -0.085
272.733 -0.355 -0.075
272.736 -0.355 -0.065
272.739 -0.360 -0.070
272.742 -0.360 -0.085
272.744 -0.365 -0.080
272.747 -0.370 -0.075
272.750 -0.375 -0.080
272.753 -0.350 -0.070
272.756 -0.345 -0.080
272.758 -0.345 -0.080
272.761 -0.365 -0.090
272.764 -0.360 -0.075
272.767 -0.355 -0.080
272.769 -0.345 -0.060
272.772 -0.330 -0.065
272.775 -0.325 -0.070
272.778 -0.345 -0.075
272.781 -0.350 -0.075
272.783 -0.355 -0.080
272.786 -0.350 -0.060
272.789 -0.345 -0.055
272.792 -0.345 -0.060
272.794 -0.360 -0.085
272.797 -0.375 -0.075
272.800 -0.375 -0.075
272.803 -0.360 -0.055
272.806 -0.340 -0.055
272.808 -0.335 -0.065
272.811 -0.340 -0.060
272.814 -0.340 -0.070
272.817 -0.350 -0.055
272.819 -0.335 -0.045
272.822 -0.330 -0.040
272.825 -0.330 -0.040
272.828 -0.340 -0.040
272.831 -0.340 -0.055
272.833 -0.315 -0.050
272.836 -0.310 -0.040
272.839 -0.295 -0.025
272.842 -0.295 -0.030
272.844 -0.285 -0.040
272.847 -0.290 -0.030
272.850 -0.285 -0.040
272.853 -0.275 -0.025
272.856 -0.270 -0.040
272.858 -0.270 -0.045
272.861 -0.265 -0.075
272.864 -0.275 -0.075
272.867 -0.265 -0.065
272.869 -0.255 -0.055
272.872 -0.225 -0.065
272.875 -0.215 -0.070
272.878 -0.195 -0.065
272.881 -0.210 -0.080
272.883 -0.220 -0.065
272.886 -0.230 -0.060
272.889 -0.220 -0.065
272.892 -0.215 -0.080
272.894 -0.225 -0.075
272.897 -0.245 -0.085
272.900 -0.255 -0.065
272.903 -0.235 -0.060
272.906 -0.235 -0.060
272.908 -0.235 -0.060
272.911 -0.240 -0.080
272.914 -0.250 -0.080
272.917 -0.260 -0.070
272.919 -0.285 -0.070
272.922 -0.285 -0.065
272.925 -0.300 -0.065
272.928 -0.315 -0.080
272.931 -0.320 -0.080
272.933 -0.320 -0.090
272.936 -0.330 -0.065
272.939 -0.330 -0.060
272.942 -0.355 -0.060
272.944 -0.355 -0.065
272.947 -0.365 -0.065
272.950 -0.370 -0.030
272.953 -0.370 -0.030
272.956 -0.350 -0.025
272.958 -0.340 -0.040
272.961 -0.350 -0.040
272.964 -0.360 -0.055
272.967 -0.365 -0.045
272.969 -0.355 -0.035
272.972 -0.355 -0.030
272.975 -0.350 -0.035
272.978 -0.360 -0.050
272.981 -0.365 -0.065
272.983 -0.360 -0.065
272.986 -0.355 -0.055
272.989 -0.350 -0.065
272.992 -0.380 -0.070
272.994 -0.405 -0.085
272.997 -0.430 -0.090
273.000 -0.465 -0.080
273.003 -0.450 -0.070
273.006 -0.435 -0.070
273.008 -0.360 -0.070
273.011 -0.200 -0.065
273.014 0.030 -0.070
273.017 0.345 -0.065
273.019 0.705 -0.060
273.022 1.050 -0.075
273.025 1.315 -0.080
273.028 1.360 -0.120
273.031 1.150 -0.140
273.033 0.815 -0.135
273.036 0.490 -0.120
273.039 0.250 -0.095
273.042 0.125 -0.075
273.044 0.070 -0.070
273.047 0.025 -0.065
273.050 -0.055 -0.060
273.053 -0.135 -0.055
273.056 -0.170 -0.045
273.058 -0.205 -0.060
273.061 -0.250 -0.065
273.064 -0.300 -0.080
273.067 -0.340 -0.080
273.069 -0.375 -0.060
273.072 -0.385 -0.060
273.075 -0.400 -0.060
273.078 -0.410 -0.060
273.081 -0.410 -0.065
273.083 -0.410 -0.070
273.086 -0.405 -0.040
273.089 -0.400 -0.035
273.092 -0.400 -0.035
273.094 -0.405 -0.050
273.097 -0.415 -0.055
273.100 -0.420 -0.055
273.103 -0.405 -0.040
273.106 -0.400 -0.045
273.108 -0.395 -0.045
273.111 -0.405 -0.055
273.114 -0.425 -0.060
273.117 -0.435 -0.080
273.119 -0.430 -0.060
273.122 -0.420 -0.070
273.125 -0.420 -0.075
273.128 -0.420 -0.085
273.131 -0.430 -0.095
273.133 -0.425 -0.075
273.136 -0.425 -0.070
273.139 -0.430 -0.075
273.142 -0.420 -0.075
273.144 -0.420 -0.075
273.147 -0.430 -0.085
273.150 -0.435 -0.085
273.153 -0.420 -0.075
273.156 -0.410 -0.065
273.158 -0.420 -0.065
273.161 -0.430 -0.080
273.164 -0.435 -0.090
273.167 -0.425 -0.080
273.169 -0.425 -0.065
273.172 -0.420 -0.065
273.175 -0.425 -0.060
273.178 -0.430 -0.070
273.181 -0.435 -0.065
273.183 -0.440 -0.055
273.186 -0.430 -0.045
273.189 -0.410 -0.050
273.192 -0.425 -0.070
273.194 -0.420 -0.080
273.197 -0.425 -0.075
273.200 -0.430 -0.060
273.203 -0.415 -0.055
273.206 -0.415 -0.045
273.208 -0.410 -0.040
273.211 -0.415 -0.050
273.214 -0.435 -0.060
273.217 -0.440 -0.040
273.219 -0.420 -0.030
273.222 -0.395 -0.045
273.225 -0.400 -0.040
273.228 -0.405 -0.045
273.231 -0.410 -0.040
273.233 -0.410 -0.040
273.236 -0.405 -0.030
273.239 -0.395 -0.035
273.242 -0.390 -0.040
273.244 -0.400 -0.035
273.247 -0.405 -0.060
273.250 -0.385 -0.055
273.253 -0.385 -0.050
273.256 -0.370 -0.050
273.258 -0.355 -0.065
273.261 -0.355 -0.080
273.264 -0.340 -0.085
273.267 -0.350 -0.065
273.269 -0.335 -0.060
273.272 -0.315 -0.060
273.275 -0.310 -0.065
273.278 -0.330 -0.080
273.281 -0.320 -0.085
273.283 -0.295 -0.075
273.286 -0.285 -0.070
273.289 -0.275 -0.065
273.292 -0.265 -0.070
273.294 -0.260 -0.075
273.297 -0.255 -0.080
273.300 -0.235 -0.075
273.303 -0.215 -0.070
273.306 -0.190 -0.065
273.308 -0.190 -0.065
273.311 -0.190 -0.090
273.314 -0.190 -0.100
273.317 -0.180 -0.080
273.319 -0.170 -0.080
273.322 -0.160 -0.060
273.325 -0.140 -0.070
273.328 -0.155 -0.080
273.331 -0.145 -0.080
273.333 -0.145 -0.070
273.336 -0.130 -0.075
273.339 -0.115 -0.060
273.342 -0.110 -0.065
273.344 -0.120 -0.065
273.347 -0.140 -0.065
273.350 -0.130 -0.050
273.353 -0.130 -0.040
273.356 -0.130 -0.045
273.358 -0.125 -0.050
273.361 -0.145 -0.055
273.364 -0.170 -0.055
273.367 -0.165 -0.055
273.369 -0.170 -0.040
273.372 -0.180 -0.040
273.375 -0.190 -0.045
273.378 -0.205 -0.040
273.381 -0.225 -0.055
273.383 -0.245 -0.055
273.386 -0.235 -0.055
273.389 -0.240 -0.055
273.392 -0.255 -0.050
273.394 -0.265 -0.075
273.397 -0.305 -0.080
273.400 -0.290 -0.070
273.403 -0.290 -0.055
273.406 -0.295 -0.055
273.408 -0.285 -0.060
273.411 -0.300 -0.065
273.414 -0.325 -0.080
273.417 -0.325 -0.055
273.419 -0.315 -0.050
273.422 -0.305 -0.060
273.425 -0.320 -0.060
273.428 -0.320 -0.075
273.431 -0.320 -0.070
273.433 -0.330 -0.065
273.436 -0.320 -0.065
273.439 -0.310 -0.055
273.442 -0.320 -0.060
273.444 -0.320 -0.060
273.447 -0.335 -0.070
273.450 -0.340 -0.065
273.453 -0.325 -0.050
273.456 -0.320 -0.045
273.458 -0.310 -0.055
273.461 -0.315 -0.050
273.464 -0.320 -0.070
273.467 -0.325 -0.050
273.469 -0.325 -0.050
273.472 -0.310 -0.045
273.475 -0.315 -0.035
273.478 -0.320 -0.040
273.481 -0.320 -0.045
273.483 -0.325 -0.040
273.486 -0.310 -0.030
273.489 -0.300 -0.015
273.492 -0.300 -0.030
273.494 -0.315 -0.040
273.497 -0.320 -0.040
273.500 -0.315 -0.040
273.503 -0.310 -0.025
273.506 -0.295 -0.020
273.508 -0.295 -0.030
273.511 -0.300 -0.040
273.514 -0.315 -0.050
273.517 -0.310 -0.045
273.519 -0.300 -0.050
273.522 -0.305 -0.045
273.525 -0.290 -0.050
273.528 -0.300 -0.065
273.531 -0.300 -0.070
273.533 -0.300 -0.075
273.536 -0.285 -0.060
273.539 -0.265 -0.050
273.542 -0.275 -0.060
273.544 -0.285 -0.075
273.547 -0.290 -0.085
273.550 -0.305 -0.060
273.553 -0.285 -0.060
273.556 -0.265 -0.060
273.558 -0.285 -0.065
273.561 -0.285 -0.075
273.564 -0.285 -0.075
273.567 -0.280 -0.065
273.569 -0.270 -0.050
273.572 -0.255 -0.055
273.575 -0.265 -0.060
273.578 -0.270 -0.065
273.581 -0.285 -0.075
273.583 -0.280 -0.070
273.586 -0.275 -0.050
273.589 -0.255 -0.065
273.592 -0.280 -0.060
273.594 -0.280 -0.070
273.597 -0.285 -0.070
273.600 -0.280 -0.060
273.603 -0.275 -0.045
273.606 -0.260 -0.050
273.608 -0.260 -0.050
273.611 -0.275 -0.045
273.614 -0.280 -0.040
273.617 -0.275 -0.045
273.619 -0.265 -0.035
273.622 -0.260 -0.030
273.625 -0.265 -0.025
273.628 -0.270 -0.040
273.631 -0.275 -0.050
273.633 -0.280 -0.030
273.636 -0.275 -0.035
273.639 -0.270 -0.025
273.642 -0.275 -0.035
273.644 -0.265 -0.050
273.647 -0.280 -0.045
273.650 -0.280 -0.035
273.653 -0.275 -0.035
273.656 -0.260 -0.040
273.658 -0.270 -0.055
273.661 -0.280 -0.065
273.664 -0.290 -0.065
273.667 -0.280 -0.075
273.669 -0.265 -0.060
273.672 -0.255 -0.060
273.675 -0.260 -0.050
273.678 -0.280 -0.055
273.681 -0.285 -0.065
273.683 -0.280 -0.065
273.686 -0.265 -0.050
273.689 -0.260 -0.055
273.692 -0.270 -0.060
273.694 -0.270 -0.065
273.697 -0.285 -0.075
273.700 -0.280 -0.070
273.703 -0.270 -0.065
273.706 -0.255 -0.060
273.708 -0.260 -0.055
273.711 -0.275 -0.065
273.714 -0.280 -0.065
273.717 -0.290 -0.060
273.719 -0.280 -0.050
273.722 -0.270 -0.045
273.725 -0.275 -0.055
273.728 -0.270 -0.050
273.731 -0.280 -0.065
273.733 -0.275 -0.045
273.736 -0.265 -0.045
273.739 -0.260 -0.035
273.742 -0.265 -0.040
273.744 -0.275 -0.055
273.747 -0.285 -0.055
273.750 -0.290 -0.035
273.753 -0.280 -0.035
273.756 -0.270 -0.030
273.758 -0.270 -0.035
273.761 -0.270 -0.040
273.764 -0.280 -0.055
273.767 -0.280 -0.035
273.769 -0.275 -0.025
273.772 -0.265 -0.025
273.775 -0.290 -0.020
273.778 -0.285 -0.030
273.781 -0.285 -0.045
273.783 -0.285 -0.035
273.786 -0.280 -0.015
273.789 -0.270 -0.015
273.792 -0.270 -0.045
273.794 -0.275 -0.050
273.797 -0.285 -0.065
273.800 -0.280 -0.055
273.803 -0.270 -0.060
273.806 -0.265 -0.055
273.808 -0.270 -0.060
273.811 -0.265 -0.065
273.814 -0.280 -0.060
273.817 -0.265 -0.055
273.819 -0.230 -0.055
273.822 -0.225 -0.050
273.825 -0.220 -0.050
273.828 -0.215 -0.055
273.831 -0.220 -0.055
273.833 -0.230 -0.050
273.836 -0.215 -0.040
273.839 -0.195 -0.045
273.842 -0.205 -0.050
273.844 -0.220 -0.050
273.847 -0.210 -0.070
273.850 -0.200 -0.055
273.853 -0.180 -0.030
273.856 -0.155 -0.035
273.858 -0.130 -0.035
273.861 -0.130 -0.035
273.864 -0.125 -0.040
273.867 -0.130 -0.040
273.869 -0.135 -0.045
273.872 -0.120 -0.050
273.875 -0.105 -0.065
273.878 -0.130 -0.075
273.881 -0.160 -0.070
273.883 -0.165 -0.055
273.886 -0.160 -0.050
273.889 -0.160 -0.040
273.892 -0.150 -0.030
273.894 -0.160 -0.035
273.897 -0.170 -0.040
273.900 -0.165 -0.030
273.903 -0.180 -0.025
273.906 -0.180 -0.025
273.908 -0.195 -0.045
273.911 -0.215 -0.040
273.914 -0.245 -0.050
273.917 -0.260 -0.040
273.919 -0.260 -0.025
273.922 -0.265 -0.020
273.925 -0.270 -0.030
273.928 -0.285 -0.045
273.931 -0.295 -0.065
273.933 -0.300 -0.055
273.936 -0.280 -0.055
273.939 -0.280 -0.055
273.942 -0.290 -0.060
273.944 -0.290 -0.075
273.947 -0.310 -0.070
273.950 -0.300 -0.065
273.953 -0.305 -0.050
273.956 -0.285 -0.055
273.958 -0.285 -0.050
273.961 -0.305 -0.070
273.964 -0.300 -0.070
273.967 -0.310 -0.070
273.969 -0.305 -0.055
273.972 -0.305 -0.050
273.975 -0.310 -0.050
273.978 -0.315 -0.070
273.981 -0.340 -0.065
273.983 -0.360 -0.055
273.986 -0.375 -0.050
273.989 -0.400 -0.050
273.992 -0.420 -0.055
273.994 -0.415 -0.060
273.997 -0.355 -0.070
274.000 -0.245 -0.060
274.003 -0.035 -0.045
274.006 0.225 -0.050
274.008 0.520 -0.055
274.011 0.840 -0.060
274.014 1.150 -0.070
274.017 1.360 -0.070
274.019 1.385 -0.075
274.022 1.210 -0.085
274.025 0.885 -0.100
274.028 0.550 -0.095
274.031 0.285 -0.070
274.033 0.120 -0.055
274.036 0.060 -0.010
274.039 0.050 0.005
274.042 -0.010 0.000
274.044 -0.090 -0.020
274.047 -0.150 -0.030
274.050 -0.190 -0.020
274.053 -0.215 -0.010
274.056 -0.240 -0.030
274.058 -0.285 -0.040
274.061 -0.325 -0.055
274.064 -0.345 -0.065
274.067 -0.375 -0.055
274.069 -0.380 -0.055
274.072 -0.375 -0.050
274.075 -0.365 -0.055
274.078 -0.370 -0.060
274.081 -0.380 -0.080
274.083 -0.390 -0.065
274.086 -0.375 -0.060
274.089 -0.365 -0.060
274.092 -0.385 -0.075
274.094 -0.380 -0.075
274.097 -0.400 -0.085
274.100 -0.395 -0.070
274.103 -0.385 -0.065
274.106 -0.380 -0.050
274.108 -0.390 -0.065
274.111 -0.405 -0.080
274.114 -0.395 -0.085
274.117 -0.405 -0.075
274.119 -0.405 -0.060
274.122 -0.390 -0.065
274.125 -0.390 -0.060
274.128 -0.395 -0.085
274.131 -0.405 -0.075
274.133 -0.395 -0.075
274.136 -0.400 -0.060
274.139 -0.395 -0.055
274.142 -0.390 -0.060
274.144 -0.395 -0.070
274.147 -0.395 -0.075
274.150 -0.400 -0.065
274.153 -0.395 -0.045
274.156 -0.390 -0.045
274.158 -0.385 -0.045
274.161 -0.390 -0.050
274.164 -0.395 -0.060
274.167 -0.400 -0.035
274.169 -0.395 -0.030
274.172 -0.390 -0.030
274.175 -0.390 -0.025
274.178 -0.385 -0.040
274.181 -0.400 -0.045
274.183 -0.405 -0.035
274.186 -0.390 -0.020
274.189 -0.390 -0.040
274.192 -0.385 -0.040
274.194 -0.400 -0.050
274.197 -0.405 -0.070
274.200 -0.405 -0.050
274.203 -0.395 -0.055
274.206 -0.390 -0.060
274.208 -0.395 -0.080
274.211 -0.390 -0.085
274.214 -0.395 -0.085
274.217 -0.385 -0.080
274.219 -0.385 -0.065
274.222 -0.380 -0.070
274.225 -0.385 -0.065
274.228 -0.385 -0.070
274.231 -0.385 -0.085
274.233 -0.385 -0.075
274.236 -0.375 -0.075
274.239 -0.360 -0.070
274.242 -0.360 -0.065
274.244 -0.365 -0.070
274.247 -0.365 -0.080
274.250 -0.350 -0.080
274.253 -0.335 -0.060
274.256 -0.325 -0.080
274.258 -0.330 -0.070
274.261 -0.325 -0.085
274.264 -0.335 -0.080
274.267 -0.320 -0.070
274.269 -0.295 -0.070
274.272 -0.280 -0.075
274.275 -0.280 -0.070
274.278 -0.270 -0.090
274.281 -0.270 -0.095
274.283 -0.265 -0.080
274.286 -0.250 -0.065
274.289 -0.225 -0.060
274.292 -0.220 -0.065
274.294 -0.220 -0.065
274.297 -0.220 -0.060
274.300 -0.205 -0.060
274.303 -0.200 -0.040
274.306 -0.160 -0.050
274.308 -0.180 -0.055
274.311 -0.175 -0.055
274.314 -0.165 -0.070
274.317 -0.165 -0.050
274.319 -0.160 -0.050
274.322 -0.130 -0.045
274.325 -0.125 -0.050
274.328 -0.125 -0.055
274.331 -0.125 -0.055
274.333 -0.125 -0.060
274.336 -0.115 -0.050
274.339 -0.105 -0.055
274.342 -0.105 -0.070
274.344 -0.110 -0.095
274.347 -0.115 -0.095
274.350 -0.115 -0.085
274.353 -0.110 -0.080
274.356 -0.100 -0.085
274.358 -0.105 -0.085
274.361 -0.120 -0.085
274.364 -0.140 -0.090
274.367 -0.140 -0.085
274.369 -0.150 -0.075
274.372 -0.155 -0.085
274.375 -0.155 -0.085
274.378 -0.170 -0.095
274.381 -0.195 -0.100
274.383 -0.205 -0.085
274.386 -0.205 -0.075
274.389 -0.195 -0.075
274.392 -0.205 -0.065
274.394 -0.225 -0.080
274.397 -0.235 -0.085
274.400 -0.255 -0.080
274.403 -0.245 -0.065
274.406 -0.240 -0.065
274.408 -0.245 -0.055
274.411 -0.265 -0.070
274.414 -0.280 -0.085
274.417 -0.285 -0.065
274.419 -0.275 -0.065
274.422 -0.260 -0.050
274.425 -0.270 -0.070
274.428 -0.285 -0.080
274.431 -0.285 -0.065
274.433 -0.285 -0.060
274.436 -0.285 -0.055
274.439 -0.275 -0.050
274.442 -0.285 -0.040
274.444 -0.295 -0.050
274.447 -0.300 -0.055
274.450 -0.295 -0.050
274.453 -0.285 -0.035
274.456 -0.280 -0.035
274.458 -0.290 -0.040
274.461 -0.285 -0.045
274.464 -0.300 -0.055
274.467 -0.310 -0.050
274.469 -0.295 -0.035
274.472 -0.285 -0.045
274.475 -0.290 -0.045
274.478 -0.295 -0.060
274.481 -0.310 -0.070
274.483 -0.310 -0.080
274.486 -0.295 -0.080
274.489 -0.285 -0.075
274.492 -0.290 -0.090
274.494 -0.290 -0.100
274.497 -0.295 -0.100
274.500 -0.300 -0.100
274.503 -0.295 -0.095
274.506 -0.280 -0.090
274.508 -0.275 -0.100
274.511 -0.295 -0.110
274.514 -0.290 -0.105
274.517 -0.290 -0.105
274.519 -0.280 -0.080
274.522 -0.260 -0.090
274.525 -0.265 -0.090
274.528 -0.270 -0.095
274.531 -0.280 -0.095
274.533 -0.285 -0.070
274.536 -0.270 -0.055
274.539 -0.265 -0.050
274.542 -0.265 -0.055
274.544 -0.275 -0.065
274.547 -0.270 -0.065
274.550 -0.275 -0.075
274.553 -0.265 -0.055
274.556 -0.255 -0.055
274.558 -0.255 -0.055
274.561 -0.260 -0.080
274.564 -0.260 -0.065
274.567 -0.260 -0.065
274.569 -0.250 -0.055
274.572 -0.240 -0.055
274.575 -0.250 -0.060
274.578 -0.250 -0.065
274.581 -0.265 -0.075
274.583 -0.255 -0.070
274.586 -0.245 -0.070
274.589 -0.245 -0.065
274.592 -0.250 -0.080
274.594 -0.255 -0.080
274.597 -0.250 -0.075
274.600 -0.260 -0.070
274.603 -0.255 -0.060
274.606 -0.245 -0.060
274.608 -0.240 -0.065
274.611 -0.250 -0.075
274.614 -0.245 -0.080
274.617 -0.260 -0.090
274.619 -0.250 -0.095
274.622 -0.240 -0.090
274.625 -0.240 -0.100
274.628 -0.255 -0.110
274.631 -0.250 -0.110
274.633 -0.245 -0.105
274.636 -0.245 -0.095
274.639 -0.230 -0.090
274.642 -0.230 -0.100
274.644 -0.245 -0.105
274.647 -0.265 -0.115
274.650 -0.260 -0.100
274.653 -0.260 -0.095
274.656 -0.240 -0.085
274.658 -0.235 -0.085
274.661 -0.245 -0.105
274.664 -0.255 -0.090
274.667 -0.260 -0.080
274.669 -0.235 -0.075
274.672 -0.225 -0.065
274.675 -0.245 -0.070
274.678 -0.245 -0.065
274.681 -0.255 -0.075
274.683 -0.265 -0.070
274.686 -0.255 -0.055
274.689 -0.240 -0.065
274.692 -0.245 -0.060
274.694 -0.240 -0.070
274.697 -0.240 -0.070
274.700 -0.245 -0.060
274.703 -0.230 -0.045
274.706 -0.230 -0.055
274.708 -0.235 -0.055
274.711 -0.240 -0.075
274.714 -0.255 -0.095
274.717 -0.245 -0.065
274.719 -0.235 -0.070
274.722 -0.220 -0.075
274.725 -0.230 -0.075
274.728 -0.245 -0.075
274.731 -0.255 -0.095
274.733 -0.240 -0.085
274.736 -0.240 -0.070
274.739 -0.235 -0.065
274.742 -0.240 -0.070
274.744 -0.245 -0.080
274.747 -0.255 -0.085
274.750 -0.245 -0.080
274.753 -0.255 -0.085
274.756 -0.230 -0.085
274.758 -0.230 -0.090
274.761 -0.225 -0.115
274.764 -0.255 -0.105
274.767 -0.245 -0.100
274.769 -0.245 -0.090
274.772 -0.225 -0.095
274.775 -0.245 -0.100
274.778 -0.250 -0.105
274.781 -0.255 -0.115
274.783 -0.245 -0.100
274.786 -0.245 -0.090
274.789 -0.235 -0.100
274.792 -0.250 -0.095
274.794 -0.250 -0.100
274.797 -0.255 -0.100
274.800 -0.255 -0.090
274.803 -0.250 -0.070
274.806 -0.240 -0.065
274.808 -0.235 -0.060
274.811 -0.240 -0.080
274.814 -0.245 -0.070
274.817 -0.245 -0.070
274.819 -0.240 -0.055
274.822 -0.215 -0.060
274.825 -0.230 -0.070
274.828 -0.235 -0.060
274.831 -0.235 -0.075
274.833 -0.225 -0.065
274.836 -0.215 -0.050
274.839 -0.200 -0.055
274.842 -0.185 -0.055
274.844 -0.170 -0.070
274.847 -0.175 -0.085
274.850 -0.185 -0.065
274.853 -0.195 -0.055
274.856 -0.180 -0.060
274.858 -0.180 -0.065
274.861 -0.185 -0.080
274.864 -0.185 -0.085
274.867 -0.180 -0.075
274.869 -0.145 -0.070
274.872 -0.125 -0.065
274.875 -0.105 -0.070
274.878 -0.085 -0.070
274.881 -0.080 -0.080
274.883 -0.075 -0.065
274.886 -0.070 -0.065
274.889 -0.070 -0.085
274.892 -0.090 -0.100
274.894 -0.110 -0.120
274.897 -0.105 -0.120
274.900 -0.120 -0.105
274.903 -0.130 -0.105
274.906 -0.130 -0.110
274.908 -0.120 -0.105
274.911 -0.125 -0.110
274.914 -0.125 -0.125
274.917 -0.140 -0.115
274.919 -0.135 -0.110
274.922 -0.135 -0.100
274.925 -0.150 -0.105
274.928 -0.180 -0.110
274.931 -0.195 -0.105
274.933 -0.215 -0.100
274.936 -0.215 -0.070
274.939 -0.220 -0.080
274.942 -0.220 -0.070
274.944 -0.240 -0.080
274.947 -0.250 -0.085
274.950 -0.255 -0.070
274.953 -0.245 -0.070
274.956 -0.250 -0.070
274.958 -0.245 -0.065
274.961 -0.255 -0.075
274.964 -0.250 -0.075
274.967 -0.260 -0.060
274.969 -0.260 -0.065
274.972 -0.240 -0.075
274.975 -0.250 -0.080
274.978 -0.260 -0.100
274.981 -0.275 -0.090
274.983 -0.265 -0.095
274.986 -0.260 -0.085
274.989 -0.245 -0.080
274.992 -0.255 -0.085
274.994 -0.265 -0.100
274.997 -0.285 -0.100
275.000 -0.320 -0.095
275.003 -0.345 -0.090
275.006 -0.365 -0.070
275.008 -0.375 -0.075
275.011 -0.320 -0.095
275.014 -0.215 -0.105
275.017 -0.020 -0.105
275.019 0.250 -0.095
275.022 0.540 -0.110
275.025 0.900 -0.115
275.028 1.215 -0.145
275.031 1.365 -0.160
275.033 1.260 -0.170
275.036 0.955 -0.175
275.039 0.610 -0.150
275.042 0.320 -0.155
275.044 0.160 -0.130
275.047 0.130 -0.105
275.050 0.105 -0.085
275.053 0.050 -0.075
275.056 -0.035 -0.070
275.058 -0.080 -0.080
275.061 -0.120 -0.085
275.064 -0.165 -0.085
275.067 -0.200 -0.075
275.069 -0.230 -0.050
275.072 -0.255 -0.070
275.075 -0.280 -0.070
275.078 -0.305 -0.075
275.081 -0.305 -0.085
275.083 -0.300 -0.070
275.086 -0.290 -0.055
275.089 -0.275 -0.055
275.092 -0.285 -0.055
275.094 -0.300 -0.060
275.097 -0.325 -0.090
275.100 -0.320 -0.080
275.103 -0.305 -0.065
275.106 -0.285 -0.065
275.108 -0.290 -0.075
275.111 -0.310 -0.080
275.114 -0.305 -0.090
275.117 -0.305 -0.090
275.119 -0.300 -0.065
275.122 -0.305 -0.070
275.125 -0.305 -0.080
275.128 -0.295 -0.090
275.131 -0.315 -0.090
275.133 -0.300 -0.075
275.136 -0.300 -0.070
275.139 -0.290 -0.070
275.142 -0.300 -0.085
275.144 -0.310 -0.105
275.147 -0.305 -0.100
275.150 -0.310 -0.110
275.153 -0.310 -0.100
275.156 -0.290 -0.105
275.158 -0.300 -0.100
275.161 -0.305 -0.110
275.164 -0.330 -0.125
275.167 -0.325 -0.115
275.169 -0.315 -0.110
275.172 -0.285 -0.100
275.175 -0.290 -0.110
275.178 -0.295 -0.115
275.181 -0.305 -0.110
275.183 -0.320 -0.100
275.186 -0.310 -0.085
275.189 -0.295 -0.090
275.192 -0.305 -0.085
275.194 -0.305 -0.090
275.197 -0.310 -0.095
275.200 -0.305 -0.075
275.203 -0.295 -0.065
275.206 -0.295 -0.065
275.208 -0.285 -0.070
275.211 -0.305 -0.075
275.214 -0.310 -0.090
275.217 -0.315 -0.075
275.219 -0.295 -0.060
275.222 -0.280 -0.065
275.225 -0.290 -0.080
275.228 -0.290 -0.085
275.231 -0.305 -0.090
275.233 -0.295 -0.090
275.236 -0.285 -0.080
275.239 -0.265 -0.075
275.242 -0.275 -0.090
275.244 -0.270 -0.095
275.247 -0.280 -0.095
275.250 -0.265 -0.090
275.253 -0.255 -0.085
275.256 -0.250 -0.085
275.258 -0.250 -0.080
275.261 -0.245 -0.090
275.264 -0.245 -0.105
275.267 -0.250 -0.095
275.269 -0.240 -0.085
275.272 -0.215 -0.090
275.275 -0.215 -0.090
275.278 -0.200 -0.115
275.281 -0.205 -0.120
275.283 -0.195 -0.125
275.286 -0.170 -0.120
275.289 -0.160 -0.110
275.292 -0.155 -0.120
275.294 -0.155 -0.130
275.297 -0.140 -0.135
275.300 -0.145 -0.140
275.303 -0.120 -0.110
275.306 -0.095 -0.115
275.308 -0.095 -0.120
275.311 -0.095 -0.135
275.314 -0.080 -0.130
275.317 -0.085 -0.115
275.319 -0.060 -0.100
275.322 -0.045 -0.105
275.325 -0.055 -0.105
275.328 -0.055 -0.105
275.331 -0.045 -0.105
275.333 -0.045 -0.110
275.336 -0.040 -0.095
275.339 -0.050 -0.085
275.342 -0.035 -0.090
275.344 -0.030 -0.100
